user_id,archetype,secondary_archetype,secondary_archetype_weight,danger_preference,luxury_preference,novelty_preference,historical_preference,technology_preference,nature_preference,fantasy_preference,space_preference,power_preference,budget_log10,budget_tier,price_sensitivity,popularity_preference,exploration_tendency,impulsiveness,activity_level,activity_tier,catalog_version,user_generation_version,generation_seed,created_at
synthetic-user-v1-000095,Curious Generalist,,0.0,0.4677,0.3277,0.7392,0.5146,0.2788,0.4978,0.5714,0.5908,0.5296,16.1738,high,0.6825,0.4533,0.9693,0.1711,0.6219,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:34Z
synthetic-user-v1-000096,Thrill Seeker,,0.0,1.0,0.1985,0.7458,0.2367,0.5026,0.7804,0.4468,0.4651,0.6188,13.5942,medium,0.0,0.6016,0.5991,0.6016,0.5523,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:35Z
synthetic-user-v1-000097,History Collector,,0.0,0.1834,0.531,0.4208,0.8932,0.2274,0.5837,0.3585,0.0145,0.8235,15.4467,high,0.7969,0.4683,0.2128,0.4316,0.373,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:36Z
synthetic-user-v1-000098,Nature Explorer,,0.0,0.4158,0.4965,0.8673,0.7342,0.3234,0.9828,0.2615,0.4391,0.2116,17.7801,high,0.6893,0.0916,0.8181,0.5103,0.737,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:37Z
synthetic-user-v1-000099,Space Enthusiast,History Collector,0.343,0.4741,0.5403,0.8339,0.5409,0.3958,0.611,0.5757,0.5296,0.2973,19.0631,high,0.7319,0.3302,0.561,0.7447,0.327,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:38Z
synthetic-user-v1-000100,Luxury Collector,,0.0,0.4594,0.7285,0.7624,1.0,0.606,0.3489,0.3349,0.387,0.2045,16.1042,high,0.5475,0.9349,0.1044,0.3089,0.4811,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:39Z
synthetic-user-v1-000101,Fantasy Lover,,0.0,0.3998,0.6133,0.7498,0.2689,0.2028,0.3596,0.9443,0.3316,0.3269,15.8607,high,0.7509,0.6179,0.781,0.4392,0.849,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:40Z
synthetic-user-v1-000102,Space Enthusiast,,0.0,0.5302,0.3901,0.7456,0.334,0.5275,0.4094,0.6273,1.0,0.7859,17.8021,high,0.6998,1.0,0.6243,0.5738,0.3531,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:41Z
synthetic-user-v1-000103,Thrill Seeker,Luxury Collector,0.2853,0.4351,0.6159,0.6239,0.3251,0.3917,0.4289,0.4252,0.0495,0.5518,12.4903,medium,0.2837,0.4103,1.0,0.8948,0.8251,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:42Z
synthetic-user-v1-000104,Thrill Seeker,,0.0,0.6687,0.2714,0.7049,0.3457,0.5544,0.5313,0.277,0.5156,0.7205,9.2084,low,0.4133,0.5703,0.6331,0.8522,0.8157,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:43Z
synthetic-user-v1-000105,Nature Explorer,,0.0,0.5721,0.0395,0.4184,0.3518,0.2343,0.9889,0.4148,0.4537,0.6001,14.8086,medium,0.4685,0.166,0.8166,0.0,0.3965,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:44Z
synthetic-user-v1-000106,Thrill Seeker,,0.0,0.7865,0.4648,0.8257,0.2951,0.5799,0.7415,0.2537,0.6416,0.4552,9.5325,low,0.098,0.614,0.6344,0.6517,0.7115,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:45Z
synthetic-user-v1-000107,Thrill Seeker,,0.0,0.827,0.2521,0.8426,0.4993,0.5121,0.5117,0.5518,0.4033,0.6829,16.5729,high,0.1489,0.2448,0.7463,0.6783,0.4162,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:46Z
synthetic-user-v1-000108,Fantasy Lover,,0.0,0.4943,0.7596,0.7086,0.4915,0.0799,0.2552,0.9105,0.0872,0.7983,10.7127,low,0.4843,0.4874,0.6312,0.9669,0.4184,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:47Z
synthetic-user-v1-000109,Space Enthusiast,Eclectic Browser,0.3551,0.5523,0.8296,0.5863,0.3375,0.5692,0.3052,0.4829,0.8256,0.6058,22.4675,ultra_high,0.4844,0.5365,0.8397,0.3107,0.7258,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:48Z
synthetic-user-v1-000110,Tech Futurist,Nature Explorer,0.3905,0.6956,0.1598,0.6682,0.4352,0.5604,0.5266,0.1962,0.5433,0.6323,10.3999,low,0.5618,0.6849,0.5806,0.6656,0.3876,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:49Z
synthetic-user-v1-000111,Power Seeker,,0.0,0.6008,0.6753,0.4885,0.3137,0.5051,0.4648,0.6257,0.1768,0.6618,21.3625,ultra_high,0.0,0.4801,0.4885,0.3691,0.5245,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:50Z
synthetic-user-v1-000112,Eclectic Browser,,0.0,0.4212,0.8569,0.9365,0.3162,0.3746,0.7378,0.3694,0.2138,0.8217,16.5884,high,0.3914,0.6119,0.7289,0.549,0.4725,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:51Z
synthetic-user-v1-000113,History Collector,,0.0,0.4608,0.3507,0.5238,0.8311,0.1262,0.283,0.7465,0.2776,0.6466,19.2745,high,0.6497,0.8243,0.3693,0.4352,0.6299,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:52Z
synthetic-user-v1-000114,Curious Generalist,,0.0,0.4085,0.5806,0.5704,0.4776,0.571,0.4115,0.3111,0.6925,0.6117,13.7435,medium,0.475,0.5839,0.7731,0.558,0.2514,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:53Z
synthetic-user-v1-000115,History Collector,Tech Futurist,0.3039,0.3912,0.6565,0.5449,0.7864,0.6584,0.2498,0.2718,0.326,0.8226,19.3917,high,0.7698,0.3762,0.5484,0.468,0.5773,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:54Z
synthetic-user-v1-000116,Power Seeker,,0.0,0.3695,0.5934,0.586,0.2775,0.4649,0.4965,0.6777,0.5011,1.0,22.1363,ultra_high,0.1756,0.7246,0.5087,0.6535,0.5299,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:55Z
synthetic-user-v1-000117,Space Enthusiast,Power Seeker,0.2703,0.2902,0.6978,0.7016,0.6372,0.6328,0.6953,0.3805,0.6176,0.6959,20.2477,ultra_high,0.1019,0.648,0.8564,0.525,0.7806,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:56Z
synthetic-user-v1-000118,Nature Explorer,,0.0,0.6078,0.4399,0.3421,0.4906,0.4376,0.8928,0.5278,0.6525,0.6447,15.3316,high,0.5338,0.5127,0.8198,0.2028,0.6029,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:57Z
synthetic-user-v1-000119,Eclectic Browser,,0.0,0.6642,0.6597,0.7621,0.4751,0.5373,0.5561,0.6773,0.9036,0.7229,14.0423,medium,0.7522,0.5003,0.6321,0.3462,0.5954,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:58Z
synthetic-user-v1-000120,Curious Generalist,,0.0,0.6319,0.5684,0.6747,0.8369,0.6917,0.6218,0.4951,0.3814,0.7284,14.8607,medium,0.4482,0.4285,0.2582,0.6696,0.2901,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:01:59Z
synthetic-user-v1-000121,Tech Futurist,History Collector,0.2172,0.2971,0.6721,0.5933,0.3782,0.7411,0.0809,0.5792,0.5912,0.5917,11.2881,medium,0.4227,0.6692,0.3586,0.5819,0.8295,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:00Z
synthetic-user-v1-000122,History Collector,,0.0,0.4523,0.6407,0.8514,0.8852,0.3013,0.5448,0.2606,0.4725,0.6487,15.4352,high,0.4875,0.4773,0.1471,0.3106,0.4066,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:01Z
synthetic-user-v1-000123,Fantasy Lover,,0.0,0.5476,0.6345,0.4909,0.3652,0.3758,0.549,1.0,0.4071,0.6862,15.3874,high,0.5227,0.8426,0.5111,0.1512,0.4539,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:02Z
synthetic-user-v1-000124,Eclectic Browser,,0.0,0.4644,0.3767,0.7684,0.2591,0.6883,0.5614,0.6639,0.4183,0.7054,16.5394,high,0.6396,0.0011,0.8852,0.5585,0.5946,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:03Z
synthetic-user-v1-000125,Nature Explorer,,0.0,0.3977,0.6825,0.5252,0.6596,0.387,0.8854,0.1746,0.2968,0.3719,10.1654,low,0.4893,0.3668,0.6025,0.6541,0.414,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:04Z
synthetic-user-v1-000126,Space Enthusiast,Curious Generalist,0.3865,0.3416,0.746,0.7113,0.2725,0.4204,0.6559,0.4205,0.7219,0.4093,20.3076,ultra_high,0.5708,1.0,0.2182,0.6961,0.4161,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:05Z
synthetic-user-v1-000127,Power Seeker,,0.0,0.7511,0.7211,0.7517,0.5116,0.6433,0.2837,0.6904,0.3319,0.8772,14.5446,medium,0.2908,0.4902,0.5785,0.9925,0.3938,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:06Z
synthetic-user-v1-000128,Fantasy Lover,Tech Futurist,0.2522,0.6223,0.4509,0.9913,0.3677,0.2327,0.292,0.8675,0.4539,0.7186,12.7437,medium,0.5138,0.6094,0.4803,0.6132,0.2956,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:07Z
synthetic-user-v1-000129,Thrill Seeker,,0.0,0.9765,0.3959,0.695,0.4372,0.5483,0.6841,0.3229,0.1044,0.735,10.6867,low,0.1347,0.5742,0.8137,0.672,0.7825,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:08Z
synthetic-user-v1-000130,Tech Futurist,,0.0,0.6312,0.5488,1.0,0.5098,0.9016,0.0462,0.4786,0.4702,0.8182,13.5469,medium,0.8469,0.6354,0.7347,0.5184,0.5268,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:09Z
synthetic-user-v1-000131,Luxury Collector,,0.0,0.1632,1.0,0.4501,0.4332,0.4638,0.7124,0.5379,0.388,0.7617,14.6325,medium,0.8584,0.7973,0.1981,0.5544,0.7396,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:10Z
synthetic-user-v1-000132,Luxury Collector,Fantasy Lover,0.3643,0.4509,0.7261,0.655,0.5161,0.3426,0.4208,0.7226,0.2963,0.9678,20.5702,ultra_high,0.5642,0.8705,0.1462,0.4729,0.524,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:11Z
synthetic-user-v1-000133,Luxury Collector,Tech Futurist,0.2766,0.1636,0.9013,0.6624,0.415,0.7882,0.3794,0.6138,0.4241,0.5838,13.1612,medium,0.3889,0.5747,0.2764,0.3341,0.5024,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:12Z
synthetic-user-v1-000134,Space Enthusiast,,0.0,0.5365,0.847,0.7734,0.3238,0.9455,0.3519,0.3766,0.7594,0.5213,21.7178,ultra_high,0.433,0.802,0.6954,0.134,0.6845,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:13Z
synthetic-user-v1-000135,Nature Explorer,,0.0,0.6583,0.3125,0.7777,0.4628,0.7339,0.6843,0.3542,0.4543,0.3915,16.9694,high,0.8071,0.3017,0.5595,0.2791,0.4379,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:14Z
synthetic-user-v1-000136,Power Seeker,,0.0,0.6335,0.7712,0.3904,0.6765,0.513,0.4401,0.5897,0.6437,0.955,21.8939,ultra_high,0.1712,0.8964,0.4871,0.5488,0.6756,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:15Z
synthetic-user-v1-000137,Eclectic Browser,Fantasy Lover,0.2119,0.7234,0.7128,0.7531,0.5403,0.3651,0.5004,0.8816,0.6112,0.4819,11.6075,medium,0.6035,0.7689,0.7758,0.3166,0.5778,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:16Z
synthetic-user-v1-000138,Curious Generalist,,0.0,0.5883,0.4271,0.8487,0.2093,0.3925,0.4164,0.4115,0.3314,0.2867,10.9751,low,0.5172,0.6582,0.9501,0.4835,0.7527,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:17Z
synthetic-user-v1-000139,Space Enthusiast,,0.0,0.6625,0.3386,0.6275,0.3383,0.539,0.7647,0.1751,0.7128,0.7287,22.6375,ultra_high,0.4867,0.4897,0.7496,0.1131,0.5346,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:18Z
synthetic-user-v1-000140,Power Seeker,,0.0,0.3597,0.4954,0.4133,0.4676,0.5708,0.4816,0.7881,0.2739,1.0,18.3258,high,0.1165,0.7511,0.5234,0.8989,0.5944,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:19Z
synthetic-user-v1-000141,Luxury Collector,,0.0,0.2278,0.9949,0.7141,0.3518,0.2422,0.293,0.5068,0.5532,0.6327,15.7549,high,0.5786,0.8503,0.4407,0.4303,0.6089,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:20Z
synthetic-user-v1-000142,Thrill Seeker,Eclectic Browser,0.2676,0.731,0.7784,0.698,0.3149,0.3383,0.4821,0.3029,0.3769,0.7232,7.5382,low,0.0767,0.5835,0.9403,0.7076,1.0,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:21Z
synthetic-user-v1-000143,Thrill Seeker,,0.0,0.8489,0.4887,0.582,0.446,0.4265,0.623,0.5085,0.3816,0.8504,7.7426,low,0.2906,0.5286,0.9873,1.0,0.6193,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:22Z
synthetic-user-v1-000144,Space Enthusiast,Power Seeker,0.2942,0.524,0.6768,0.6194,0.3099,0.5044,0.3684,0.5225,0.7552,0.7128,18.3203,high,0.5474,0.3819,0.7818,0.7011,0.622,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:23Z
synthetic-user-v1-000145,Fantasy Lover,Nature Explorer,0.3616,0.2869,0.6333,0.6918,0.5362,0.1771,0.6748,0.9021,0.2786,0.8071,10.477,low,0.6095,0.2413,0.8767,0.8241,0.5437,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:24Z
synthetic-user-v1-000146,History Collector,,0.0,0.4251,0.2693,0.322,1.0,0.6523,0.1294,0.5029,0.2949,0.6458,16.812,high,0.9138,0.559,0.4796,0.6651,0.4898,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:25Z
synthetic-user-v1-000147,Tech Futurist,Nature Explorer,0.2639,0.4331,0.2398,0.8899,0.4904,0.4156,0.3518,0.0192,0.3943,0.8507,13.3615,medium,0.3167,0.6879,0.7066,0.2884,0.3523,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:26Z
synthetic-user-v1-000148,History Collector,,0.0,0.2941,0.7411,0.5645,0.9318,0.064,0.7218,0.1362,0.3302,0.463,14.2988,medium,0.5449,0.4487,0.1752,0.4689,0.2462,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:27Z
synthetic-user-v1-000149,Space Enthusiast,,0.0,0.369,0.653,0.8975,0.2111,0.833,0.5554,0.332,1.0,0.4309,25.038,absurd,0.759,0.752,0.4073,0.5917,0.4406,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:28Z
synthetic-user-v1-000150,Fantasy Lover,,0.0,0.5302,0.5491,0.4443,0.3687,0.5833,0.3053,0.8276,0.0,0.8067,9.1176,low,0.2671,0.502,0.9591,0.6925,0.6441,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:29Z
synthetic-user-v1-000151,Fantasy Lover,Thrill Seeker,0.2807,0.677,0.3292,0.6358,0.3938,0.4623,0.3573,0.7881,0.3515,0.8433,12.8859,medium,0.6229,0.3435,0.7004,0.8378,0.5842,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:30Z
synthetic-user-v1-000152,Thrill Seeker,Power Seeker,0.3188,0.6938,0.6259,0.9987,0.2441,0.4252,0.7317,0.7655,0.3975,0.547,10.8518,low,0.4088,0.6603,1.0,0.7337,0.8736,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:31Z
synthetic-user-v1-000153,Tech Futurist,,0.0,0.4244,0.4662,0.7229,0.3673,0.9217,0.0316,0.7518,0.4897,0.5096,9.7492,low,0.4977,0.6621,0.4954,0.8108,0.7571,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:32Z
synthetic-user-v1-000154,Tech Futurist,,0.0,0.4328,0.4743,0.8538,0.3477,1.0,0.1682,0.1323,0.4107,0.6848,8.5907,low,0.5918,0.4648,0.4917,0.311,0.6008,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:33Z
synthetic-user-v1-000155,Nature Explorer,Eclectic Browser,0.2963,0.4291,0.5258,0.5851,0.5947,0.1435,0.4603,0.3289,0.3251,0.4028,12.2588,medium,0.7409,0.4175,0.5497,0.3335,0.9228,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:34Z
synthetic-user-v1-000156,Tech Futurist,Luxury Collector,0.3995,0.4957,0.686,0.8484,0.4171,0.7419,0.2937,0.2307,0.529,0.8715,13.6411,medium,0.58,0.2275,0.539,0.3201,0.8393,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:35Z
synthetic-user-v1-000157,Eclectic Browser,,0.0,0.7564,0.2244,0.7304,0.5458,0.6459,0.6591,0.6973,0.2966,0.6686,19.1325,high,0.5306,0.2974,1.0,0.4563,0.6201,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:36Z
synthetic-user-v1-000158,Eclectic Browser,,0.0,0.8439,0.4911,0.8332,0.5872,0.4148,0.7114,0.4424,0.6078,0.5489,17.7154,high,0.5854,0.3495,0.802,0.6436,0.5242,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:37Z
synthetic-user-v1-000159,Fantasy Lover,,0.0,0.6195,0.6413,0.5452,0.5922,0.4974,0.262,0.7672,0.552,0.7135,8.588,low,0.3631,0.5084,0.6469,0.5201,0.4537,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:38Z
synthetic-user-v1-000160,Fantasy Lover,Space Enthusiast,0.2979,0.8029,0.5658,0.6516,0.2797,0.293,0.0609,0.9517,0.4479,0.6799,12.906,medium,0.6169,0.534,0.7185,0.4573,0.6952,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:39Z
synthetic-user-v1-000161,Nature Explorer,,0.0,0.3753,0.2935,0.5689,0.3421,0.3885,0.994,0.2179,0.2989,0.5603,10.2422,low,0.9065,0.2156,0.627,0.8809,0.5163,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:40Z
synthetic-user-v1-000162,Eclectic Browser,,0.0,0.2398,0.6229,0.6123,0.6268,0.9204,0.7116,0.5201,0.5849,0.8255,18.3155,high,0.3623,0.4215,0.6454,0.7956,0.8751,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:41Z
synthetic-user-v1-000163,Nature Explorer,Tech Futurist,0.3542,0.3134,0.3007,0.7391,0.4567,0.5149,0.6314,0.465,0.5079,0.6367,14.1049,medium,0.487,0.3403,0.6974,0.2989,0.5536,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:42Z
synthetic-user-v1-000164,History Collector,,0.0,0.4152,0.5018,0.3467,0.5812,0.5071,0.2787,0.3639,0.1828,0.8245,12.3891,medium,0.7227,0.0955,0.547,0.2784,0.4435,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:43Z
synthetic-user-v1-000165,Thrill Seeker,,0.0,0.9777,0.5905,0.9465,0.1896,0.3639,0.6342,0.5089,0.3855,0.9107,14.0068,medium,0.2972,0.4731,0.6701,0.7483,0.2605,casual,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:44Z
synthetic-user-v1-000166,Fantasy Lover,,0.0,0.2078,0.1359,0.8382,0.4755,0.4011,0.4859,0.5696,0.4106,0.5589,10.5963,low,0.7268,0.7539,0.6794,0.5523,0.3601,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:45Z
synthetic-user-v1-000167,Space Enthusiast,History Collector,0.2657,0.7823,0.3467,0.637,0.7712,0.4729,0.6052,0.4801,0.8013,0.2792,22.0377,ultra_high,0.2185,0.2492,0.7972,0.5033,0.4943,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:46Z
synthetic-user-v1-000168,Power Seeker,,0.0,0.7439,0.9265,0.6043,0.76,0.7636,0.2137,0.5726,0.2364,0.9633,19.2516,high,0.5542,0.3983,0.376,0.3025,0.4067,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:47Z
synthetic-user-v1-000169,History Collector,,0.0,0.0464,0.7049,0.4661,0.9011,0.3258,0.4791,0.5121,0.0963,0.5397,11.6916,medium,1.0,0.5822,0.2242,0.205,0.5131,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:48Z
synthetic-user-v1-000170,Curious Generalist,,0.0,0.2945,0.5032,0.4385,0.4018,0.3237,0.708,0.7508,0.6517,0.4017,21.4832,ultra_high,0.3363,0.5429,0.5618,0.4831,0.5807,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:49Z
synthetic-user-v1-000171,Luxury Collector,,0.0,0.2584,0.9995,0.5465,0.7873,0.3317,0.3713,0.5065,0.3208,0.424,17.8446,high,0.6772,0.5161,0.8027,0.3389,0.6499,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:50Z
synthetic-user-v1-000172,Tech Futurist,,0.0,0.4497,0.7768,0.7951,0.4801,0.6182,0.5219,0.3477,0.6286,0.509,11.1318,medium,0.2982,0.8929,0.781,0.1775,0.456,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:51Z
synthetic-user-v1-000173,History Collector,,0.0,0.4037,0.4647,0.4884,0.7313,0.2707,0.5213,0.3743,0.2311,0.4109,19.8571,high,0.4323,0.3701,0.4408,0.4957,0.5099,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:52Z
synthetic-user-v1-000174,Eclectic Browser,,0.0,0.4675,0.4923,0.536,0.4772,0.6656,0.7971,0.8152,0.614,0.8616,15.9937,high,0.4626,0.4245,0.64,0.3581,0.8122,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:53Z
synthetic-user-v1-000175,Nature Explorer,Luxury Collector,0.2915,0.2587,0.422,0.6229,0.5116,0.3207,0.5436,0.1589,0.4457,0.783,10.1077,low,0.4541,0.5027,1.0,0.613,0.8234,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:54Z
synthetic-user-v1-000176,Power Seeker,,0.0,0.8119,0.4759,0.9373,0.2887,0.6572,0.3773,0.4369,0.3225,0.9678,17.0141,high,0.4668,0.8666,0.5931,0.5631,0.9629,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:55Z
synthetic-user-v1-000177,Fantasy Lover,,0.0,0.4173,0.5189,0.7032,0.2775,0.3724,0.4675,0.8159,0.0823,0.7551,11.2394,medium,0.0,0.6186,0.8623,0.3646,0.4095,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:56Z
synthetic-user-v1-000178,Curious Generalist,,0.0,0.3091,0.3344,0.5393,0.7556,0.4313,0.3747,0.2088,0.1596,0.4707,14.0751,medium,0.696,0.6593,0.7281,0.5023,0.5635,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:57Z
synthetic-user-v1-000179,Nature Explorer,Space Enthusiast,0.3967,0.4393,0.3691,0.9189,0.5468,0.4877,0.9207,0.209,0.6886,0.3528,9.4999,low,0.5587,0.2424,0.5774,0.0238,0.4713,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:58Z
synthetic-user-v1-000180,Thrill Seeker,,0.0,0.8504,0.4026,0.6935,0.1978,0.5925,0.6777,0.2037,0.432,0.7387,11.4196,medium,0.5361,0.1978,0.6195,0.8701,0.5788,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:02:59Z
synthetic-user-v1-000181,Space Enthusiast,,0.0,0.4615,0.4117,0.4973,0.2418,0.7448,0.7427,0.4107,1.0,0.6426,20.3775,ultra_high,0.3477,0.6179,0.6553,0.4215,0.8553,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:03:00Z
synthetic-user-v1-000182,Space Enthusiast,Nature Explorer,0.2011,0.6152,0.1554,0.779,0.7562,0.6749,0.3502,0.1822,0.5402,0.3456,18.8259,high,0.3497,0.5583,0.5623,0.2144,0.8717,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:03:01Z
synthetic-user-v1-000183,Curious Generalist,,0.0,0.2213,0.4937,0.728,0.6887,0.3981,0.6146,0.6855,0.3221,0.475,16.6836,high,0.469,0.3218,0.7064,0.4839,0.7877,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:03:02Z
synthetic-user-v1-000184,Curious Generalist,Fantasy Lover,0.2891,0.2829,0.7208,0.5243,0.2157,0.192,0.423,0.4858,0.7666,0.3863,11.6811,medium,0.4643,0.9378,0.7464,0.3057,0.6975,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:03:03Z
synthetic-user-v1-000185,Space Enthusiast,,0.0,0.4549,0.5761,0.804,0.3176,0.2721,0.4661,0.5486,1.0,0.5611,20.414,ultra_high,0.5332,0.6332,0.2638,0.3667,0.8158,heavy,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:03:04Z
synthetic-user-v1-000186,Tech Futurist,,0.0,0.5144,0.452,0.3316,0.3864,0.6421,0.5464,0.302,0.5709,0.7859,12.3693,medium,0.8084,0.717,0.42,0.4366,0.6871,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:03:05Z
synthetic-user-v1-000187,Thrill Seeker,Tech Futurist,0.2815,0.6049,0.5143,0.6784,0.4738,0.6026,0.5417,0.418,0.3485,0.7178,10.5846,low,0.1342,0.3111,0.7373,0.7129,0.798,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:03:06Z
synthetic-user-v1-000188,Luxury Collector,Power Seeker,0.2763,0.2157,0.8185,0.5606,0.6294,0.5931,0.4142,0.2138,0.4748,0.5833,14.8196,medium,0.9336,0.4157,0.5146,0.1258,0.357,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:03:07Z
synthetic-user-v1-000189,Luxury Collector,,0.0,0.6453,0.8928,0.6095,0.6363,0.3363,0.3493,0.4155,0.3601,0.6854,21.2796,ultra_high,0.4304,1.0,0.1436,0.4198,0.4513,regular,synthetic_product_v1,synthetic_user_v1,42,2026-01-01T00:03:08Z
